motif_id,pattern_type,instance_idx,density_mean,density_std,density_change,density_range,ore_correlation,watermill_correlation,waterzumpf_correlation,ore_lag,watermill_lag,waterzumpf_lag,waterzumpf_cv,ore_cv,watermill_cv
11,density,6,1679.758869600573,3.5000758653950674,-13.257160582927554,13.302622301825977,0.46800182169117593,-0.885510364008916,0.6264811670475642,0,0,0,0.0006384613659742441,0.0008190144374063909,0.01799681099304741
11,density,7,1705.1619264782323,1.4349509038491828,-0.25877623531550853,4.46159513004045,-0.7176275573894139,0.6512771692412955,-0.13578487108696422,0,0,0,0.0011052753538803289,0.0016111108568567243,0.0014105546143699434
11,density,8,1686.2430207085756,1.0033215862986007,-4.105588989602211,4.105588989602211,0.42635377038924466,-0.29696961590179416,0.04863717354227487,0,0,0,0.00044981708311656,0.0008822051886974565,0.0018420236183336132
11,density,9,1665.3592378238577,1.7676040483803335,0.7963424238701009,5.1321615720160025,-0.6211676326740198,0.47146059289901887,0.5936918618601175,0,0,0,0.0003697538480182068,0.0009095904304830475,0.001218697167102195
11,density,10,1703.7096664748228,1.366250026111307,4.306674943851704,5.35133452183527,-0.7507001521099687,0.057895375416589054,-0.3145108799456252,0,0,0,0.0005287173672432663,0.001402803742338649,0.001193241298527582
11,density,11,1730.1216624109647,5.275125185936966,-14.002101470564185,18.41285860249627,0.5018343213704116,0.14579365725318905,0.29092444744299445,0,0,0,0.0014147822387175258,0.02044247712216032,0.0021588266430487522
11,density,12,1666.4481333175852,0.9621829779405151,-2.2642668868963938,3.1501952621872533,0.8528199428350077,-0.6858606323652199,0.09773788015587696,0,0,0,0.0005676938579287225,0.0008854341793608886,0.001352122569117285
11,density,13,1664.4263612481436,12.823299187322712,23.182643221767876,34.44698884405375,-0.4654773840158902,0.8975047943220117,-0.31833202662996196,0,0,0,0.000831150122765022,0.0011813285572033268,0.02668329786203491
11,density,14,1697.7062315495662,1.0542749124179114,1.51978071731628,3.8922823011839682,0.08324654670502946,0.44517312926685254,0.8329233877956341,0,0,0,0.0006042667740601217,0.0007323252263044335,0.00699299543455871
12,density,0,1653.5766036081795,5.610943061214114,-13.666282583629481,18.340950634189767,0.7474722521381932,0.925476979321291,0.2534610515150922,0,0,0,0.004588696691645227,0.005674732350067002,0.01032467416660328
12,density,1,1727.1105620122141,1.945118116136364,-1.3526599453450672,6.580033024927843,0.24278657803554485,0.6694669085384273,-0.26594290027446893,0,0,0,0.0035454698354381907,0.004441748603252285,0.006486816772800918
12,density,2,1677.5746898448133,27.356378509573936,106.41003539318672,106.6057637882484,-0.6902629897241013,-0.9167833605668274,-0.7725588280769594,0,0,0,0.00015376987293057233,0.0016014312990121015,0.0024220112561105676
12,density,3,1693.9084564290056,2.2547005806970937,-5.059922607388216,6.709682106362152,0.8081732246509249,0.9312129356357947,0.6712606722931269,0,0,0,0.00036205169977438986,0.0011376992404521038,0.0030058939342358687
12,density,4,1669.1998042773291,5.251910199658344,-17.014729548823652,17.014729548823652,0.8862522577141501,0.9857347788811036,0.42580971401434226,0,0,0,0.0012011575429602865,0.0016716530730274955,0.016786341765514818
12,density,5,1715.0479536127668,3.782046307917777,-12.636768229946483,12.636768229946483,0.9615435325871636,0.9857748453889903,-0.007927533309587146,0,0,0,0.001299326114855788,0.0015714018788623196,0.012239802209597306
